,negative,neutral,positive,total
telecoust,0.0,0.0,2.0,2.0
telefunken,0.0,0.0,1.0,1.0
telescop,0.0,12.0,1.0,13.0
tell,54.0,44.0,96.0,194.0
telscop,0.0,0.0,1.0,1.0
temperament,0.0,0.0,1.0,1.0
temperatur,0.0,0.0,1.0,1.0
tempo,0.0,0.0,2.0,2.0
temporari,0.0,0.0,2.0,2.0
tempt,8.0,4.0,5.0,17.0
ten,4.0,0.0,17.0,21.0
tenaci,0.0,0.0,1.0,1.0
tend,0.0,24.0,43.0,67.0
tendenc,0.0,4.0,0.0,4.0
tenor,0.0,0.0,2.0,2.0
tension,4.0,0.0,1.0,5.0
termin,0.0,4.0,1.0,5.0
terribl,32.0,4.0,17.0,53.0
terrif,0.0,0.0,3.0,3.0
terrifi,0.0,0.0,1.0,1.0
test,36.0,32.0,45.0,113.0
tex,0.0,0.0,1.0,1.0
textur,0.0,0.0,8.0,8.0
th,8.0,0.0,10.0,18.0
thank,90.0,4.0,17.0,111.0
thanx,0.0,0.0,1.0,1.0
that,25.0,12.0,11.0,48.0
theater,0.0,4.0,0.0,4.0
theblu,0.0,0.0,1.0,1.0
thedr,0.0,0.0,1.0,1.0
thedunlop,0.0,0.0,2.0,2.0
theelixir,0.0,0.0,1.0,1.0
thefinish,0.0,0.0,1.0,1.0
theguardian,0.0,4.0,0.0,4.0
theguitar,0.0,0.0,2.0,2.0
their,0.0,0.0,2.0,2.0
thekorg,0.0,0.0,1.0,1.0
themoen,4.0,0.0,0.0,4.0
then,253.0,132.0,309.0,694.0
theoret,0.0,0.0,1.0,1.0
theori,0.0,0.0,1.0,1.0
thepyl,0.0,0.0,1.0,1.0
theraput,0.0,0.0,1.0,1.0
there,138.0,68.0,136.0,342.0
thereaft,0.0,0.0,2.0,2.0
therebi,0.0,0.0,1.0,1.0
therefor,12.0,0.0,6.0,18.0
thereu,0.0,0.0,1.0,1.0
therewil,0.0,0.0,1.0,1.0
thermonuclear,0.0,0.0,1.0,1.0
thermoplast,0.0,4.0,5.0,9.0
theseagul,0.0,0.0,1.0,1.0
theseism,0.0,0.0,1.0,1.0
thew,0.0,0.0,1.0,1.0
theydon,0.0,0.0,1.0,1.0
theyi,0.0,0.0,1.0,1.0
thick,119.0,36.0,57.0,212.0
thicken,0.0,0.0,2.0,2.0
thicker,21.0,0.0,9.0,30.0
thickest,0.0,0.0,2.0,2.0
thin,12.0,52.0,72.0,136.0
think,151.0,172.0,274.0,597.0
thinner,0.0,4.0,8.0,12.0
thinnest,0.0,0.0,1.0,1.0
third,0.0,0.0,20.0,20.0
thirsti,0.0,0.0,1.0,1.0
thirteen,0.0,0.0,1.0,1.0
thirti,0.0,0.0,3.0,3.0
thisgig,0.0,0.0,1.0,1.0
thistelescop,0.0,0.0,1.0,1.0
tho,0.0,0.0,2.0,2.0
thomastik,0.0,0.0,1.0,1.0
thoren,0.0,0.0,1.0,1.0
thorough,0.0,0.0,10.0,10.0
though,4.0,4.0,7.0,15.0
thought,78.0,36.0,95.0,209.0
thoughtyou,0.0,0.0,1.0,1.0
thousand,0.0,0.0,2.0,2.0
thr,0.0,0.0,1.0,1.0
thrash,0.0,0.0,2.0,2.0
thread,8.0,4.0,15.0,27.0
threw,8.0,0.0,5.0,13.0
thrill,0.0,0.0,4.0,4.0
throati,0.0,4.0,0.0,4.0
throb,0.0,0.0,1.0,1.0
throne,0.0,0.0,1.0,1.0
through,0.0,0.0,1.0,1.0
throughth,0.0,0.0,1.0,1.0
throw,4.0,8.0,16.0,28.0
thrown,0.0,0.0,5.0,5.0
thru,0.0,0.0,5.0,5.0
thumb,0.0,8.0,11.0,19.0
thumbnail,0.0,4.0,0.0,4.0
thump,0.0,0.0,1.0,1.0
thus,0.0,0.0,21.0,21.0
tie,18.0,0.0,11.0,29.0
tight,47.0,40.0,89.0,176.0
tighten,0.0,32.0,48.0,80.0
tighter,0.0,4.0,10.0,14.0
til,0.0,0.0,2.0,2.0
till,0.0,0.0,2.0,2.0
tilt,0.0,4.0,7.0,11.0
tiltback,0.0,0.0,1.0,1.0
time,0.0,0.0,6.0,6.0
ting,0.0,0.0,8.0,8.0
tingl,0.0,0.0,1.0,1.0
tini,29.0,4.0,32.0,65.0
tinker,0.0,0.0,4.0,4.0
tinney,0.0,0.0,1.0,1.0
tinni,29.0,8.0,8.0,45.0
tip,4.0,4.0,34.0,42.0
tippi,0.0,0.0,3.0,3.0
tire,21.0,8.0,19.0,48.0
tiresom,0.0,0.0,1.0,1.0
tis,4.0,0.0,0.0,4.0
toast,8.0,4.0,1.0,13.0
toat,4.0,0.0,0.0,4.0
toe,0.0,8.0,1.0,9.0
togeth,16.0,24.0,48.0,88.0
toggl,0.0,0.0,2.0,2.0
token,0.0,0.0,1.0,1.0
told,12.0,16.0,14.0,42.0
toler,8.0,0.0,1.0,9.0
tom,0.0,0.0,2.0,2.0
ton,0.0,0.0,3.0,3.0
tonal,0.0,32.0,20.0,52.0
tone,0.0,16.0,19.0,35.0
tonight,0.0,0.0,1.0,1.0
too,266.0,256.0,491.0,1013.0
took,42.0,60.0,74.0,176.0
tool,4.0,0.0,7.0,11.0
toontrack,0.0,0.0,1.0,1.0
toooo,18.0,0.0,0.0,18.0
tooth,0.0,0.0,1.0,1.0
toothpick,0.0,0.0,1.0,1.0
top,88.0,68.0,110.0,266.0
toppi,0.0,0.0,1.0,1.0
toppl,0.0,0.0,3.0,3.0
tore,0.0,0.0,2.0,2.0
torn,0.0,0.0,5.0,5.0
torqu,0.0,0.0,1.0,1.0
tortex,0.0,0.0,5.0,5.0
tortur,0.0,0.0,1.0,1.0
toshiba,0.0,0.0,1.0,1.0
toss,0.0,8.0,13.0,21.0
total,36.0,28.0,36.0,100.0
totex,0.0,0.0,1.0,1.0
tottal,0.0,0.0,1.0,1.0
touch,12.0,8.0,24.0,44.0
tough,0.0,12.0,32.0,44.0
tougher,0.0,0.0,5.0,5.0
tour,0.0,4.0,9.0,13.0
tout,0.0,0.0,2.0,2.0
toxic,0.0,0.0,1.0,1.0
toy,0.0,4.0,8.0,12.0
toyour,0.0,0.0,1.0,1.0
tp,0.0,0.0,1.0,1.0
trace,0.0,4.0,1.0,5.0
track,0.0,0.0,8.0,8.0
trackabl,0.0,0.0,1.0,1.0
trad,0.0,0.0,1.0,1.0
trade,0.0,12.0,3.0,15.0
tradit,4.0,8.0,25.0,37.0
train,8.0,0.0,3.0,11.0
transfer,0.0,0.0,4.0,4.0
transform,0.0,0.0,3.0,3.0
transit,0.0,0.0,1.0,1.0
translat,0.0,8.0,2.0,10.0
transluc,0.0,4.0,0.0,4.0
transmit,0.0,4.0,1.0,5.0
transpar,4.0,4.0,9.0,17.0
transport,0.0,0.0,9.0,9.0
trap,0.0,0.0,3.0,3.0
trash,8.0,0.0,3.0,11.0
trashi,0.0,0.0,4.0,4.0
travel,4.0,12.0,14.0,30.0
travlit,0.0,4.0,0.0,4.0
tread,0.0,0.0,1.0,1.0
treasur,0.0,4.0,1.0,5.0
treat,0.0,8.0,13.0,21.0
trebl,25.0,48.0,21.0,94.0
trebli,0.0,0.0,2.0,2.0
tree,0.0,0.0,4.0,4.0
trembl,0.0,0.0,1.0,1.0
tremelo,0.0,0.0,2.0,2.0
tremend,0.0,0.0,6.0,6.0
tremolo,12.0,0.0,13.0,25.0
tremonti,0.0,4.0,0.0,4.0
trendi,0.0,0.0,1.0,1.0
tri,234.0,212.0,462.0,908.0
triangular,0.0,0.0,3.0,3.0
tric,0.0,0.0,1.0,1.0
trick,0.0,0.0,2.0,2.0
tricki,0.0,4.0,6.0,10.0
trifl,0.0,0.0,2.0,2.0
trigger,0.0,0.0,1.0,1.0
trim,0.0,4.0,7.0,11.0
trip,0.0,4.0,2.0,6.0
tripl,0.0,16.0,1.0,17.0
tripod,0.0,0.0,4.0,4.0
trippi,0.0,0.0,1.0,1.0
trivial,0.0,0.0,2.0,2.0
troubleshoot,0.0,0.0,2.0,2.0
trplug,0.0,0.0,1.0,1.0
trs,0.0,0.0,3.0,3.0
true,24.0,40.0,43.0,107.0
trueli,0.0,0.0,2.0,2.0
truest,0.0,4.0,0.0,4.0
truley,0.0,0.0,1.0,1.0
truli,20.0,8.0,17.0,45.0
trumpet,0.0,0.0,1.0,1.0
truncat,0.0,0.0,1.0,1.0
truss,0.0,0.0,2.0,2.0
trust,8.0,12.0,21.0,41.0
trusti,4.0,0.0,1.0,5.0
tryth,0.0,0.0,1.0,1.0
ts,0.0,0.0,11.0,11.0
tu,0.0,4.0,0.0,4.0
tubbi,0.0,0.0,1.0,1.0
tube,12.0,8.0,20.0,40.0
tubescream,0.0,0.0,4.0,4.0
tubular,0.0,0.0,3.0,3.0
tuck,0.0,0.0,3.0,3.0
tug,0.0,0.0,2.0,2.0
tunamat,0.0,0.0,1.0,1.0
tune,60.0,76.0,177.0,313.0
tuner,0.0,4.0,6.0,10.0
turn,92.0,108.0,165.0,365.0
turntabl,0.0,0.0,6.0,6.0
turser,0.0,0.0,1.0,1.0
turtl,0.0,4.0,1.0,5.0
tuse,0.0,0.0,1.0,1.0
tusq,0.0,0.0,1.0,1.0
tutori,0.0,0.0,1.0,1.0
twangi,0.0,0.0,2.0,2.0
tweak,4.0,0.0,28.0,32.0
tweakabl,0.0,0.0,3.0,3.0
tweed,0.0,0.0,2.0,2.0
tweek,0.0,4.0,2.0,6.0
twelv,0.0,0.0,4.0,4.0
twenti,0.0,8.0,2.0,10.0
twice,16.0,16.0,26.0,58.0
twiddl,0.0,0.0,1.0,1.0
twin,4.0,0.0,2.0,6.0
twist,37.0,12.0,8.0,57.0
type,0.0,0.0,8.0,8.0
typic,0.0,20.0,36.0,56.0
ua,0.0,0.0,1.0,1.0
ub,0.0,0.0,3.0,3.0
uber,0.0,4.0,0.0,4.0
ubiquit,0.0,0.0,1.0,1.0
uca,0.0,0.0,9.0,9.0
ugli,0.0,0.0,1.0,1.0
uh,0.0,0.0,1.0,1.0
uhf,0.0,4.0,0.0,4.0
uke,8.0,8.0,6.0,22.0
ukelel,0.0,0.0,1.0,1.0
ukulel,4.0,4.0,22.0,30.0
ultex,4.0,0.0,10.0,14.0
ultim,8.0,0.0,15.0,23.0
ultra,0.0,0.0,12.0,12.0
ultracoust,0.0,0.0,3.0,3.0
ultraglid,0.0,0.0,1.0,1.0
um,0.0,0.0,2.0,2.0
un,0.0,0.0,5.0,5.0
unabl,8.0,0.0,1.0,9.0
unaccept,0.0,4.0,0.0,4.0
unansw,0.0,0.0,1.0,1.0
unattract,21.0,0.0,0.0,21.0
unavail,0.0,0.0,1.0,1.0
unbal,0.0,0.0,1.0,1.0
unbalanc,0.0,12.0,10.0,22.0
unbear,8.0,0.0,2.0,10.0
unbeat,0.0,0.0,3.0,3.0
unbeliev,4.0,4.0,6.0,14.0
unbias,0.0,0.0,1.0,1.0
unbox,0.0,0.0,3.0,3.0
uncl,0.0,0.0,1.0,1.0
unclean,0.0,0.0,1.0,1.0
unclip,0.0,0.0,3.0,3.0
unclutt,0.0,0.0,2.0,2.0
uncoat,0.0,4.0,12.0,16.0
uncolor,0.0,0.0,1.0,1.0
uncomfort,16.0,8.0,5.0,29.0
uncondit,0.0,0.0,1.0,1.0
unconvent,0.0,0.0,1.0,1.0
uncut,0.0,0.0,1.0,1.0
undefin,0.0,0.0,2.0,2.0
undergon,0.0,0.0,1.0,1.0
underground,0.0,0.0,1.0,1.0
underneath,0.0,0.0,1.0,1.0
undersaddl,0.0,0.0,2.0,2.0
undersid,0.0,0.0,1.0,1.0
understand,8.0,12.0,23.0,43.0
understat,4.0,0.0,0.0,4.0
understood,0.0,0.0,4.0,4.0
underwear,0.0,0.0,2.0,2.0
undesir,0.0,4.0,0.0,4.0
undisput,0.0,0.0,1.0,1.0
undo,21.0,0.0,2.0,23.0
undu,0.0,0.0,2.0,2.0
une,0.0,0.0,1.0,1.0
uneven,0.0,4.0,2.0,6.0
unexpect,0.0,8.0,2.0,10.0
unfair,0.0,0.0,1.0,1.0
unfamiliar,0.0,0.0,2.0,2.0
unfavor,0.0,0.0,1.0,1.0
unfinish,0.0,0.0,2.0,2.0
unfit,0.0,4.0,0.0,4.0
unfold,0.0,0.0,2.0,2.0
unfortun,8.0,16.0,16.0,40.0
unfound,0.0,0.0,1.0,1.0
unhappi,0.0,0.0,1.0,1.0
unhind,0.0,0.0,1.0,1.0
unhook,0.0,0.0,2.0,2.0
uni,0.0,0.0,2.0,2.0
unidyn,0.0,0.0,1.0,1.0
unifi,0.0,0.0,1.0,1.0
uniform,0.0,0.0,3.0,3.0
unimped,0.0,0.0,1.0,1.0
unimpress,0.0,4.0,0.0,4.0
uninspir,0.0,0.0,1.0,1.0
unintend,0.0,4.0,1.0,5.0
unintent,0.0,0.0,2.0,2.0
uniqu,0.0,8.0,17.0,25.0
uniti,0.0,0.0,1.0,1.0
univer,0.0,0.0,1.0,1.0
univers,0.0,0.0,7.0,7.0
univib,0.0,0.0,2.0,2.0
unknown,0.0,0.0,1.0,1.0
unlatch,0.0,0.0,6.0,6.0
unlik,0.0,0.0,6.0,6.0
unlimit,0.0,0.0,1.0,1.0
unload,0.0,4.0,0.0,4.0
unlock,4.0,4.0,3.0,11.0
unlucki,0.0,0.0,1.0,1.0
unmatch,0.0,0.0,1.0,1.0
unmeasur,0.0,0.0,1.0,1.0
unmistak,0.0,0.0,1.0,1.0
unmix,0.0,0.0,1.0,1.0
unmus,0.0,4.0,0.0,4.0
unnatur,0.0,0.0,1.0,1.0
unnecessari,8.0,0.0,9.0,17.0
unnecessarili,0.0,0.0,1.0,1.0
unnerv,0.0,0.0,1.0,1.0
unobtrus,0.0,0.0,1.0,1.0
unobvi,0.0,0.0,1.0,1.0
unopen,0.0,0.0,2.0,2.0
unorthodox,0.0,0.0,1.0,1.0
unot,0.0,0.0,1.0,1.0
unpack,0.0,0.0,3.0,3.0
unparallel,0.0,0.0,1.0,1.0
unpleas,8.0,0.0,3.0,11.0
unplug,0.0,12.0,20.0,32.0
unquestion,0.0,0.0,1.0,1.0
unreach,0.0,0.0,1.0,1.0
unreason,0.0,0.0,1.0,1.0
unrol,18.0,0.0,1.0,19.0
unsatisfactori,0.0,0.0,1.0,1.0
unsatisfi,4.0,0.0,3.0,7.0
unscrew,24.0,0.0,18.0,42.0
unshield,0.0,4.0,1.0,5.0
unsnap,0.0,0.0,1.0,1.0
unstabl,0.0,4.0,3.0,7.0
unsur,18.0,0.0,3.0,21.0
untemp,0.0,0.0,1.0,1.0
unthink,0.0,0.0,1.0,1.0
untim,0.0,0.0,1.0,1.0
unto,0.0,0.0,1.0,1.0
untouch,0.0,4.0,0.0,4.0
untreat,0.0,0.0,3.0,3.0
unus,12.0,24.0,7.0,43.0
unusu,0.0,4.0,4.0,8.0
unventil,0.0,4.0,0.0,4.0
unwant,0.0,4.0,7.0,11.0
unwieldi,0.0,0.0,2.0,2.0
unwil,0.0,0.0,1.0,1.0
unwind,0.0,0.0,2.0,2.0
unwrap,0.0,4.0,1.0,5.0
unzip,0.0,0.0,3.0,3.0
up,32.0,40.0,90.0,162.0
updat,94.0,36.0,53.0,183.0
upfront,0.0,4.0,1.0,5.0
upgrad,0.0,0.0,36.0,36.0
uphil,0.0,0.0,1.0,1.0
uphook,0.0,0.0,1.0,1.0
upload,0.0,0.0,3.0,3.0
upper,8.0,28.0,15.0,51.0
upright,4.0,0.0,6.0,10.0
upscal,0.0,4.0,0.0,4.0
upset,0.0,8.0,3.0,11.0
upsid,0.0,0.0,1.0,1.0
ur,0.0,0.0,4.0,4.0
urg,0.0,0.0,1.0,1.0
usa,0.0,4.0,12.0,16.0
usabl,16.0,4.0,13.0,33.0
usag,4.0,0.0,1.0,5.0
usb,0.0,20.0,31.0,51.0
usd,0.0,0.0,1.0,1.0
use,790.0,956.0,2058.0,3804.0
useabl,4.0,8.0,4.0,16.0
usebehring,0.0,0.0,1.0,1.0
usedunlop,0.0,0.0,1.0,1.0
useful,0.0,0.0,1.0,1.0
usegreat,0.0,0.0,1.0,1.0
useless,44.0,16.0,2.0,62.0
user,0.0,4.0,3.0,7.0
uses,0.0,0.0,1.0,1.0
using,0.0,0.0,1.0,1.0
usingstr,0.0,0.0,1.0,1.0
usual,36.0,36.0,85.0,157.0
utf,0.0,0.0,2.0,2.0
util,0.0,4.0,5.0,9.0
utmost,0.0,0.0,1.0,1.0
utter,0.0,0.0,1.0,1.0
vagu,0.0,0.0,1.0,1.0
valid,0.0,4.0,1.0,5.0
valu,0.0,0.0,2.0,2.0
valuabl,0.0,4.0,5.0,9.0
valvek,0.0,0.0,1.0,1.0
vari,4.0,4.0,16.0,24.0
variabl,0.0,4.0,8.0,12.0
various,0.0,12.0,34.0,46.0
vast,0.0,0.0,4.0,4.0
velcro,0.0,4.0,2.0,6.0
velveteen,0.0,0.0,2.0,2.0
vent,0.0,0.0,1.0,1.0
ventur,0.0,0.0,1.0,1.0
venu,0.0,0.0,1.0,1.0
verbal,0.0,0.0,1.0,1.0
veri,384.0,412.0,1284.0,2080.0
verifi,0.0,0.0,3.0,3.0
vers,0.0,0.0,1.0,1.0
versa,0.0,0.0,1.0,1.0
versatil,4.0,0.0,27.0,31.0
versus,0.0,0.0,2.0,2.0
vertic,0.0,0.0,6.0,6.0
veteran,0.0,0.0,1.0,1.0
vhf,0.0,4.0,0.0,4.0
vht,0.0,0.0,2.0,2.0
viabl,0.0,0.0,1.0,1.0
vibe,0.0,0.0,1.0,1.0
vibrant,0.0,0.0,4.0,4.0
vibrat,0.0,4.0,5.0,9.0
vibrato,0.0,0.0,1.0,1.0
vic,0.0,0.0,4.0,4.0
video,0.0,4.0,7.0,11.0
view,0.0,4.0,3.0,7.0
viewabl,0.0,0.0,1.0,1.0
vigor,0.0,0.0,1.0,1.0
vintag,0.0,4.0,6.0,10.0
vinyl,0.0,0.0,2.0,2.0
viola,0.0,0.0,1.0,1.0
violin,0.0,0.0,3.0,3.0
vip,0.0,0.0,1.0,1.0
virginia,0.0,0.0,1.0,1.0
virtual,4.0,12.0,16.0,32.0
visabl,0.0,0.0,1.0,1.0
visibl,8.0,0.0,8.0,16.0
visit,0.0,4.0,2.0,6.0
vista,0.0,0.0,1.0,1.0
visual,0.0,0.0,10.0,10.0
vital,0.0,0.0,2.0,2.0
viz,0.0,0.0,1.0,1.0
vizio,0.0,0.0,1.0,1.0
vlz,0.0,0.0,1.0,1.0
vocal,0.0,8.0,57.0,65.0
volt,16.0,4.0,10.0,30.0
voltag,0.0,0.0,2.0,2.0
vote,0.0,0.0,1.0,1.0
vox,0.0,4.0,3.0,7.0
vs,4.0,4.0,0.0,8.0
vt,0.0,0.0,1.0,1.0
vtb,0.0,0.0,1.0,1.0
vulner,0.0,0.0,1.0,1.0
waa,0.0,0.0,1.0,1.0
wabl,0.0,0.0,1.0,1.0
wack,0.0,0.0,1.0,1.0
wacki,0.0,0.0,1.0,1.0
wah,0.0,20.0,18.0,38.0
wail,0.0,0.0,2.0,2.0
wait,0.0,12.0,21.0,33.0
wake,0.0,0.0,3.0,3.0
wal,8.0,0.0,0.0,8.0
walk,0.0,4.0,4.0,8.0
walkman,0.0,0.0,1.0,1.0
wall,0.0,4.0,8.0,12.0
walli,0.0,0.0,1.0,1.0
wan,0.0,0.0,3.0,3.0
wander,0.0,4.0,3.0,7.0
wannab,0.0,0.0,2.0,2.0
want,196.0,196.0,489.0,881.0
wantto,0.0,0.0,1.0,1.0
warbl,0.0,0.0,2.0,2.0
wari,0.0,0.0,2.0,2.0
warm,25.0,12.0,40.0,77.0
warmer,0.0,4.0,9.0,13.0
warmoth,0.0,0.0,3.0,3.0
warmth,0.0,0.0,2.0,2.0
warn,0.0,4.0,11.0,15.0
warp,0.0,0.0,4.0,4.0
warrant,0.0,4.0,4.0,8.0
warranti,0.0,8.0,0.0,8.0
wart,0.0,0.0,1.0,1.0
was,843.0,540.0,1299.0,2682.0
wash,0.0,0.0,2.0,2.0
washabl,0.0,0.0,1.0,1.0
washburn,0.0,0.0,4.0,4.0
washer,0.0,0.0,1.0,1.0
wasnt,0.0,4.0,2.0,6.0
wast,16.0,16.0,7.0,39.0
wat,0.0,4.0,0.0,4.0
watch,0.0,0.0,14.0,14.0
watt,16.0,0.0,19.0,35.0
wave,26.0,16.0,17.0,59.0
waver,0.0,0.0,1.0,1.0
wax,0.0,0.0,9.0,9.0
waxi,0.0,0.0,2.0,2.0
wayu,4.0,0.0,0.0,4.0
wayyy,0.0,0.0,2.0,2.0
weak,8.0,16.0,15.0,39.0
weaken,0.0,0.0,1.0,1.0
weaker,0.0,0.0,4.0,4.0
weakest,0.0,0.0,1.0,1.0
wealthi,0.0,0.0,1.0,1.0
wear,37.0,28.0,70.0,135.0
weather,0.0,4.0,4.0,8.0
web,0.0,4.0,3.0,7.0
weber,0.0,0.0,1.0,1.0
websit,0.0,4.0,1.0,5.0
wedg,0.0,0.0,2.0,2.0
wee,4.0,0.0,2.0,6.0
weeeeellllll,0.0,0.0,1.0,1.0
week,0.0,0.0,4.0,4.0
weep,0.0,0.0,1.0,1.0
wegan,0.0,0.0,1.0,1.0
weigh,4.0,4.0,8.0,16.0
weight,0.0,12.0,14.0,26.0
weighti,0.0,0.0,1.0,1.0
weird,4.0,24.0,12.0,40.0
welcom,0.0,0.0,3.0,3.0
weld,8.0,0.0,1.0,9.0
well,255.0,280.0,1056.0,1591.0
went,110.0,48.0,71.0,229.0
were,132.0,96.0,281.0,509.0
wes,0.0,0.0,1.0,1.0
west,0.0,4.0,0.0,4.0
western,4.0,0.0,1.0,5.0
wet,18.0,4.0,8.0,30.0
wg,0.0,0.0,1.0,1.0
wha,0.0,0.0,2.0,2.0
whack,0.0,0.0,1.0,1.0
whammi,0.0,4.0,5.0,9.0
whamo,0.0,0.0,1.0,1.0
whatev,0.0,0.0,9.0,9.0
whatnot,0.0,0.0,1.0,1.0
whatsoev,21.0,0.0,6.0,27.0
wherev,0.0,0.0,2.0,2.0
whilst,0.0,0.0,1.0,1.0
whimsic,0.0,0.0,1.0,1.0
whine,0.0,0.0,1.0,1.0
whisper,0.0,0.0,1.0,1.0
white,4.0,12.0,39.0,55.0
whoaaah,0.0,0.0,1.0,1.0
whole,16.0,36.0,27.0,79.0
wholeheart,0.0,0.0,2.0,2.0
wholli,8.0,0.0,0.0,8.0
wi,0.0,0.0,1.0,1.0
wide,0.0,40.0,45.0,85.0
wider,4.0,4.0,5.0,13.0
widest,0.0,0.0,1.0,1.0
width,0.0,0.0,1.0,1.0
wiggl,0.0,0.0,1.0,1.0
wild,0.0,0.0,2.0,2.0
wilkinson,0.0,0.0,2.0,2.0
will,0.0,8.0,8.0,16.0
willpay,0.0,0.0,1.0,1.0
wimpi,0.0,0.0,3.0,3.0
win,0.0,0.0,5.0,5.0
wind,42.0,16.0,29.0,87.0
winder,0.0,0.0,5.0,5.0
windscreen,0.0,0.0,11.0,11.0
wine,0.0,0.0,1.0,1.0
winner,0.0,0.0,2.0,2.0
wipe,0.0,12.0,26.0,38.0
wire,12.0,4.0,8.0,24.0
wiredo,0.0,0.0,1.0,1.0
wireless,12.0,0.0,8.0,20.0
wise,0.0,4.0,3.0,7.0
wiser,0.0,0.0,1.0,1.0
wish,34.0,32.0,43.0,109.0
wit,0.0,0.0,1.0,1.0
withdunlop,0.0,4.0,1.0,5.0
withstand,0.0,8.0,3.0,11.0
withstood,0.0,0.0,1.0,1.0
withthem,0.0,0.0,1.0,1.0
wobbl,12.0,4.0,5.0,21.0
won,0.0,0.0,2.0,2.0
wonder,8.0,20.0,66.0,94.0
wonderfu,0.0,0.0,1.0,1.0
wonderful,0.0,0.0,1.0,1.0
wont,0.0,8.0,21.0,29.0
wood,0.0,0.0,1.0,1.0
wooden,0.0,0.0,3.0,3.0
woodstock,0.0,0.0,1.0,1.0
wool,0.0,0.0,1.0,1.0
wooli,0.0,0.0,1.0,1.0
word,0.0,4.0,0.0,4.0
wore,0.0,0.0,7.0,7.0
work,493.0,372.0,988.0,1853.0
workabl,0.0,0.0,1.0,1.0
workg,0.0,0.0,1.0,1.0
workhors,0.0,0.0,1.0,1.0
workmanship,0.0,0.0,1.0,1.0
workshop,0.0,0.0,1.0,1.0
worn,4.0,12.0,12.0,28.0
worri,0.0,12.0,61.0,73.0
wors,12.0,20.0,12.0,44.0
worship,0.0,0.0,2.0,2.0
worst,58.0,4.0,2.0,64.0
worth,37.0,40.0,65.0,142.0
worthi,4.0,4.0,3.0,11.0
worthless,8.0,0.0,2.0,10.0
worthwhil,0.0,0.0,3.0,3.0
worx,0.0,0.0,1.0,1.0
woth,0.0,0.0,1.0,1.0
woul,0.0,0.0,1.0,1.0
wouldnt,0.0,0.0,2.0,2.0
wound,18.0,8.0,11.0,37.0
woven,0.0,0.0,2.0,2.0
wow,0.0,0.0,8.0,8.0
wrap,0.0,12.0,10.0,22.0
wrench,0.0,0.0,1.0,1.0
wring,0.0,4.0,0.0,4.0
write,4.0,16.0,21.0,41.0
written,0.0,8.0,8.0,16.0
wrong,64.0,60.0,116.0,240.0
wrote,0.0,12.0,9.0,21.0
ws,0.0,0.0,1.0,1.0
wtk,0.0,0.0,1.0,1.0
wuhan,0.0,0.0,3.0,3.0
www,0.0,0.0,2.0,2.0
xcg,0.0,0.0,3.0,3.0
xd,0.0,0.0,2.0,2.0
xds,0.0,4.0,0.0,4.0
xenyx,0.0,0.0,2.0,2.0
xlr,4.0,8.0,26.0,38.0
xp,0.0,4.0,0.0,4.0
xtime,0.0,0.0,1.0,1.0
ya,42.0,0.0,2.0,44.0
yamaha,0.0,4.0,13.0,17.0
yank,0.0,0.0,1.0,1.0
yea,0.0,0.0,2.0,2.0
yeah,0.0,4.0,3.0,7.0
yell,0.0,0.0,1.0,1.0
yellow,0.0,0.0,10.0,10.0
yep,0.0,4.0,2.0,6.0
yes,24.0,12.0,41.0,77.0
yet,22.0,40.0,136.0,198.0
yield,4.0,4.0,0.0,8.0
yike,4.0,0.0,0.0,4.0
yo,0.0,0.0,1.0,1.0
yogurt,0.0,0.0,1.0,1.0
yoke,0.0,0.0,1.0,1.0
young,0.0,8.0,2.0,10.0
younger,0.0,0.0,2.0,2.0
your,0.0,4.0,0.0,4.0
yourself,0.0,0.0,2.0,2.0
youtub,0.0,0.0,6.0,6.0
yr,8.0,0.0,1.0,9.0
yucki,0.0,0.0,2.0,2.0
zad,0.0,0.0,1.0,1.0
zap,0.0,0.0,1.0,1.0
zero,0.0,0.0,4.0,4.0
zildjian,0.0,0.0,1.0,1.0
zip,26.0,0.0,5.0,31.0
zipper,0.0,0.0,4.0,4.0
zoom,0.0,0.0,1.0,1.0
