,negative,positive,total
numbnut,1.0,0.0,1.0
numbr,1.0,0.0,1.0
numer,275.0,258.0,533.0
numero,4.0,1.0,5.0
numerobi,0.0,2.0,2.0
numin,1.0,1.0,2.0
numspa,0.0,1.0,1.0
nun,41.0,20.0,61.0
nuna,0.0,1.0,1.0
nunca,1.0,0.0,1.0
nunchaku,1.0,0.0,1.0
nunchuk,0.0,1.0,1.0
nunez,1.0,0.0,1.0
nunk,1.0,0.0,1.0
nunn,3.0,4.0,7.0
nunneri,1.0,0.0,1.0
nunsploit,1.0,3.0,4.0
nunzio,2.0,0.0,2.0
nuovo,0.0,2.0,2.0
nuovomondo,1.0,3.0,4.0
nuptial,0.0,2.0,2.0
nuremberg,4.0,2.0,6.0
nuremburg,2.0,2.0,4.0
nuri,0.0,6.0,6.0
nuristan,1.0,0.0,1.0
nurplex,1.0,0.0,1.0
nurs,79.0,127.0,206.0
nurseri,5.0,2.0,7.0
nurtur,5.0,26.0,31.0
nusrat,0.0,2.0,2.0
nut,68.0,36.0,104.0
nutbourn,0.0,9.0,9.0
nutcas,2.0,1.0,3.0
nuter,0.0,1.0,1.0
nuther,1.0,1.0,2.0
nuthin,2.0,1.0,3.0
nuthous,1.0,0.0,1.0
nutjob,2.0,1.0,3.0
nutrit,4.0,1.0,5.0
nutritionist,1.0,0.0,1.0
nutsack,1.0,0.0,1.0
nutshel,10.0,3.0,13.0
nutso,1.0,1.0,2.0
nuttbal,0.0,2.0,2.0
nutter,3.0,1.0,4.0
nuttest,0.0,1.0,1.0
nutti,23.0,21.0,44.0
nuttier,3.0,2.0,5.0
nuttiest,0.0,1.0,1.0
nuttin,2.0,0.0,2.0
nutz,0.0,1.0,1.0
nutzo,1.0,0.0,1.0
nutzoid,1.0,0.0,1.0
nuy,0.0,1.0,1.0
nuyen,1.0,0.0,1.0
nuyorican,5.0,0.0,5.0
nva,2.0,2.0,4.0
nvm,0.0,1.0,1.0
nwa,5.0,3.0,8.0
nwh,0.0,1.0,1.0
nwhere,0.0,1.0,1.0
nwt,1.0,0.0,1.0
nx,0.0,1.0,1.0
nxd,0.0,1.0,1.0
ny,26.0,36.0,62.0
nya,0.0,2.0,2.0
nyaako,0.0,1.0,1.0
nyatta,0.0,2.0,2.0
nyberg,0.0,1.0,1.0
nyc,27.0,61.0,88.0
nye,2.0,2.0,4.0
nyerer,0.0,1.0,1.0
nyfiken,0.0,2.0,2.0
nykvist,0.0,3.0,3.0
nyla,0.0,1.0,1.0
nyland,1.0,0.0,1.0
nylon,0.0,1.0,1.0
nyman,0.0,2.0,2.0
nymph,3.0,2.0,5.0
nymphet,1.0,1.0,2.0
nympho,4.0,4.0,8.0
nymphoid,1.0,1.0,2.0
nymphomania,2.0,3.0,5.0
nymphomaniac,15.0,15.0,30.0
nynk,0.0,4.0,4.0
nypd,8.0,14.0,22.0
nyphett,1.0,0.0,1.0
nyquist,0.0,1.0,1.0
nyqvist,0.0,2.0,2.0
nyre,0.0,8.0,8.0
nyro,0.0,1.0,1.0
nyt,0.0,1.0,1.0
nyu,4.0,1.0,5.0
nyugen,1.0,0.0,1.0
nz,5.0,3.0,8.0
oaag,1.0,0.0,1.0
oafi,1.0,0.0,1.0
oafiest,1.0,0.0,1.0
oafish,4.0,1.0,5.0
oak,3.0,2.0,5.0
oakhurst,0.0,2.0,2.0
oakhurt,0.0,1.0,1.0
oaki,0.0,3.0,3.0
oakland,1.0,2.0,3.0
oakley,0.0,1.0,1.0
oakman,0.0,1.0,1.0
oakmoor,1.0,0.0,1.0
oar,0.0,2.0,2.0
oasi,1.0,3.0,4.0
oat,8.0,1.0,9.0
oater,0.0,2.0,2.0
oatman,1.0,0.0,1.0
oatmeal,2.0,2.0,4.0
oav,0.0,1.0,1.0
ob,2.0,4.0,6.0
oba,0.0,1.0,1.0
obaba,1.0,0.0,1.0
obadiah,0.0,1.0,1.0
obama,0.0,1.0,1.0
obbses,0.0,1.0,1.0
obbsess,1.0,1.0,2.0
obdur,0.0,1.0,1.0
obe,1.0,1.0,2.0
obedi,6.0,3.0,9.0
obelix,1.0,5.0,6.0
oberman,0.0,1.0,1.0
oberon,0.0,2.0,2.0
oberst,0.0,1.0,1.0
obes,23.0,16.0,39.0
obey,16.0,21.0,37.0
obfusc,4.0,2.0,6.0
obi,5.0,10.0,15.0
obituari,2.0,3.0,5.0
object,111.0,119.0,230.0
objecti,1.0,0.0,1.0
objectifi,5.0,6.0,11.0
objection,18.0,5.0,23.0
objectivist,1.0,1.0,2.0
oblig,47.0,29.0,76.0
obligatori,54.0,39.0,93.0
obligatorili,1.0,0.0,1.0
obligitori,1.0,0.0,1.0
obligortori,1.0,0.0,1.0
obliqu,9.0,4.0,13.0
obliter,16.0,6.0,22.0
obliv,1.0,0.0,1.0
oblivi,44.0,45.0,89.0
oblivion,2.0,2.0,4.0
oblowitz,1.0,1.0,2.0
obnoxi,273.0,76.0,349.0
obo,1.0,0.0,1.0
obrow,2.0,0.0,2.0
obscen,39.0,26.0,65.0
obscess,0.0,1.0,1.0
obscur,127.0,106.0,233.0
obsequi,4.0,2.0,6.0
observ,104.0,201.0,305.0
observatori,0.0,2.0,2.0
obsess,248.0,327.0,575.0
obsession,1.0,0.0,1.0
obsolet,12.0,16.0,28.0
obss,0.0,1.0,1.0
obstacl,0.0,2.0,2.0
obstetrician,1.0,0.0,1.0
obstin,2.0,1.0,3.0
obstreper,1.0,3.0,4.0
obstruct,0.0,7.0,7.0
obsurd,0.0,1.0,1.0
obtain,63.0,119.0,182.0
obtrud,0.0,2.0,2.0
obtrus,10.0,11.0,21.0
obtus,3.0,5.0,8.0
obvert,0.0,1.0,1.0
obviat,1.0,0.0,1.0
obvilubuli,0.0,1.0,1.0
obviosli,0.0,1.0,1.0
obvious,2737.0,1609.0,4346.0
obviusli,0.0,1.0,1.0
obvlious,1.0,0.0,1.0
oc,1.0,1.0,2.0
ocampo,0.0,1.0,1.0
ocassion,1.0,0.0,1.0
occ,0.0,1.0,1.0
occaision,1.0,2.0,3.0
occas,2.0,0.0,2.0
occasion,441.0,456.0,897.0
occasionlli,1.0,0.0,1.0
occassion,1.0,3.0,4.0
occassionali,1.0,0.0,1.0
occast,1.0,0.0,1.0
occate,0.0,1.0,1.0
occi,1.0,0.0,1.0
occid,1.0,1.0,2.0
occident,2.0,8.0,10.0
occipit,1.0,0.0,1.0
occlud,0.0,1.0,1.0
occour,0.0,1.0,1.0
occult,3.0,4.0,7.0
occultist,1.0,0.0,1.0
occup,3.0,4.0,7.0
occupi,65.0,93.0,158.0
occur,335.0,363.0,698.0
occurr,1.0,1.0,2.0
ocd,4.0,1.0,5.0
ocean,59.0,51.0,110.0
oceanfront,2.0,0.0,2.0
oceano,1.0,0.0,1.0
oceansid,0.0,3.0,3.0
och,0.0,1.0,1.0
ochiai,1.0,0.0,1.0
ock,0.0,1.0,1.0
ocsar,0.0,1.0,1.0
oct,0.0,2.0,2.0
octagon,0.0,1.0,1.0
octan,0.0,1.0,1.0
octav,0.0,2.0,2.0
octavia,2.0,1.0,3.0
octavian,4.0,0.0,4.0
octavio,0.0,1.0,1.0
octavius,1.0,0.0,1.0
octo,1.0,0.0,1.0
octob,6.0,14.0,20.0
octogenarian,3.0,4.0,7.0
octoman,1.0,0.0,1.0
octopi,0.0,1.0,1.0
octopus,9.0,2.0,11.0
octopussi,5.0,9.0,14.0
oculist,0.0,1.0,1.0
oculto,0.0,1.0,1.0
ocur,1.0,0.0,1.0
od,6.0,3.0,9.0
oda,0.0,1.0,1.0
odagiri,1.0,0.0,1.0
odc,1.0,0.0,1.0
odd,681.0,671.0,1352.0
oddbal,17.0,19.0,36.0
odder,1.0,1.0,2.0
oddessi,1.0,0.0,1.0
oddest,8.0,12.0,20.0
oddjob,1.0,0.0,1.0
oddpar,1.0,0.0,1.0
ode,1.0,2.0,3.0
oder,0.0,1.0,1.0
odessa,4.0,23.0,27.0
odi,2.0,1.0,3.0
odil,0.0,1.0,1.0
odin,5.0,0.0,5.0
odious,20.0,4.0,24.0
odlli,1.0,0.0,1.0
odnt,1.0,0.0,1.0
odor,2.0,2.0,4.0
odysessi,0.0,1.0,1.0
odysseia,1.0,0.0,1.0
odysseus,0.0,6.0,6.0
odyssey,3.0,13.0,16.0
oedepus,1.0,0.0,1.0
oederek,1.0,0.0,1.0
oedip,6.0,4.0,10.0
oedipi,0.0,1.0,1.0
oedipian,1.0,0.0,1.0
oedipus,0.0,3.0,3.0
oeuvr,1.0,6.0,7.0
oevur,1.0,0.0,1.0
of,31.0,11.0,42.0
ofa,0.0,1.0,1.0
ofcaurs,1.0,0.0,1.0
ofcours,0.0,1.0,1.0
off,283.0,191.0,474.0
offal,1.0,0.0,1.0
offbeat,16.0,28.0,44.0
offcours,2.0,0.0,2.0
offeeci,2.0,0.0,2.0
offeeeeci,1.0,0.0,1.0
offen,1.0,0.0,1.0
offenc,6.0,1.0,7.0
offend,215.0,139.0,354.0
offens,287.0,114.0,401.0
offensiv,1.0,0.0,1.0
offer,740.0,853.0,1593.0
offerin,0.0,1.0,1.0
offhand,2.0,3.0,5.0
offi,1.0,1.0,2.0
offic,2.0,2.0,4.0
offici,98.0,136.0,234.0
offish,1.0,0.0,1.0
offlin,1.0,0.0,1.0
offlist,0.0,1.0,1.0
offload,1.0,0.0,1.0
offon,0.0,1.0,1.0
offput,0.0,2.0,2.0
offscreen,11.0,3.0,14.0
offset,20.0,24.0,44.0
offshoot,0.0,1.0,1.0
offshor,1.0,1.0,2.0
offsid,0.0,11.0,11.0
offspr,10.0,12.0,22.0
offstag,0.0,1.0,1.0
ofizi,0.0,1.0,1.0
ofr,0.0,1.0,1.0
oft,12.0,22.0,34.0
often,1243.0,1838.0,3081.0
oftentim,5.0,4.0,9.0
ofter,0.0,1.0,1.0
og,1.0,0.0,1.0
ogar,1.0,0.0,1.0
ogdari,0.0,1.0,1.0
ogden,6.0,8.0,14.0
oggi,1.0,0.0,1.0
ogier,0.0,2.0,2.0
ogilvi,5.0,0.0,5.0
ogl,19.0,13.0,32.0
ogr,4.0,5.0,9.0
ogrodnik,1.0,0.0,1.0
oh,904.0,311.0,1215.0
ohad,0.0,6.0,6.0
ohdear,2.0,0.0,2.0
ohh,0.0,2.0,2.0
ohhh,4.0,3.0,7.0
ohhhh,2.0,0.0,2.0
ohhhhh,1.0,0.0,1.0
ohio,9.0,3.0,12.0
ohmigod,1.0,1.0,2.0
ohmygod,0.0,1.0,1.0
ohohh,1.0,0.0,1.0
ohwon,0.0,6.0,6.0
ohyeah,1.0,0.0,1.0
oi,5.0,5.0,10.0
oif,0.0,1.0,1.0
oil,7.0,5.0,12.0
oili,11.0,11.0,22.0
oingo,0.0,1.0,1.0
oiran,2.0,2.0,4.0
oirish,5.0,3.0,8.0
ois,0.0,3.0,3.0
oj,7.0,3.0,10.0
oja,1.0,0.0,1.0
ojibway,0.0,1.0,1.0
ojj,1.0,0.0,1.0
ojo,3.0,4.0,7.0
ok,1034.0,388.0,1422.0
oka,1.0,1.0,2.0
okada,0.0,7.0,7.0
okanagan,0.0,1.0,1.0
okasan,0.0,1.0,1.0
okay,598.0,257.0,855.0
okayish,1.0,0.0,1.0
okc,0.0,1.0,1.0
oke,1.0,0.0,1.0
okej,1.0,0.0,1.0
okey,1.0,1.0,2.0
oki,2.0,0.0,2.0
okin,0.0,1.0,1.0
okinawa,0.0,1.0,1.0
okish,1.0,0.0,1.0
okkadu,0.0,1.0,1.0
oklahoma,3.0,11.0,14.0
oklahoman,1.0,0.0,1.0
oklar,4.0,0.0,4.0
okonedo,1.0,0.0,1.0
okorn,2.0,0.0,2.0
oksana,2.0,0.0,2.0
okw,0.0,1.0,1.0
ol,33.0,20.0,53.0
ola,0.0,1.0,1.0
olaf,4.0,2.0,6.0
olajima,1.0,0.0,1.0
olan,0.0,2.0,2.0
oland,1.0,1.0,2.0
olath,0.0,1.0,1.0
olbrychski,0.0,2.0,2.0
olcott,0.0,2.0,2.0
old,4228.0,4323.0,8551.0
oldboy,6.0,6.0,12.0
olden,2.0,0.0,2.0
older,453.0,727.0,1180.0
oldest,41.0,70.0,111.0
oldfish,0.0,2.0,2.0
oldi,0.0,4.0,4.0
oldish,1.0,0.0,1.0
oldman,2.0,0.0,2.0
oldr,0.0,1.0,1.0
oldrich,0.0,2.0,2.0
oldsmobli,0.0,1.0,1.0
ole,14.0,11.0,25.0
oleari,0.0,1.0,1.0
oleg,1.0,0.0,1.0
olen,26.0,8.0,34.0
oley,1.0,0.0,1.0
olga,6.0,6.0,12.0
oli,1.0,1.0,2.0
olimpia,1.0,0.0,1.0
olin,2.0,2.0,4.0
oliv,72.0,130.0,202.0
oliva,2.0,0.0,2.0
olivi,46.0,59.0,105.0
olivia,24.0,38.0,62.0
olli,38.0,29.0,67.0
ollllld,1.0,0.0,1.0
olm,0.0,1.0,1.0
olmo,1.0,4.0,5.0
olmstead,0.0,1.0,1.0
olodum,1.0,0.0,1.0
olphelia,1.0,0.0,1.0
olsen,8.0,7.0,15.0
olson,1.0,0.0,1.0
olsson,0.0,2.0,2.0
olvidado,0.0,1.0,1.0
olymp,10.0,3.0,13.0
olympia,1.0,16.0,17.0
olympiad,1.0,1.0,2.0
olympian,2.0,1.0,3.0
olyph,1.0,0.0,1.0
om,5.0,15.0,20.0
omaggio,1.0,0.0,1.0
omaha,3.0,4.0,7.0
oman,1.0,0.0,1.0
omar,8.0,15.0,23.0
ombra,0.0,1.0,1.0
omc,1.0,0.0,1.0
omega,21.0,7.0,28.0
omelet,0.0,1.0,1.0
omelett,1.0,0.0,1.0
omen,6.0,4.0,10.0
omfg,1.0,0.0,1.0
omg,14.0,7.0,21.0
omgosh,1.0,0.0,1.0
omid,1.0,1.0,2.0
omigod,1.0,0.0,1.0
omigosh,0.0,1.0,1.0
omin,58.0,71.0,129.0
omirus,2.0,0.0,2.0
omit,43.0,33.0,76.0
omkara,1.0,0.0,1.0
omni,4.0,3.0,7.0
omnibus,3.0,4.0,7.0
omnipot,5.0,7.0,12.0
omnipres,4.0,12.0,16.0
omnisci,3.0,3.0,6.0
ompuri,1.0,0.0,1.0
ona,5.0,1.0,6.0
onassi,0.0,1.0,1.0
onboard,7.0,2.0,9.0
onc,1902.0,2297.0,4199.0
oncom,3.0,6.0,9.0
ond,0.0,2.0,2.0
ondaatj,1.0,2.0,3.0
ondatj,0.0,1.0,1.0
ondi,0.0,4.0,4.0
ondin,0.0,1.0,1.0
ondoy,0.0,1.0,1.0
ondrej,0.0,6.0,6.0
ondricek,1.0,0.0,1.0
one,3.0,4.0,7.0
onegin,1.0,1.0,2.0
oneir,0.0,1.0,1.0
oner,0.0,1.0,1.0
oneself,2.0,4.0,6.0
onesho,1.0,0.0,1.0
onest,1.0,0.0,1.0
onetim,1.0,1.0,2.0
oneupmanship,0.0,1.0,1.0
ong,3.0,0.0,3.0
ongo,30.0,38.0,68.0
onhand,0.0,1.0,1.0
oni,0.0,2.0,2.0
onl,4.0,2.0,6.0
onli,13150.0,9749.0,22899.0
onlin,37.0,44.0,81.0
onmyoji,0.0,1.0,1.0
onna,1.0,0.0,1.0
onnnn,1.0,0.0,1.0
ono,1.0,0.0,1.0
onofrio,1.0,0.0,1.0
onorati,1.0,0.0,1.0
onrun,1.0,0.0,1.0
onrush,0.0,1.0,1.0
onscreen,16.0,13.0,29.0
onset,4.0,0.0,4.0
onshor,0.0,2.0,2.0
onsid,0.0,1.0,1.0
onsit,0.0,1.0,1.0
onslow,1.0,5.0,6.0
onstag,4.0,3.0,7.0
ont,1.0,0.0,1.0
ontario,1.0,1.0,2.0
ontkean,1.0,1.0,2.0
onto,6.0,6.0,12.0
ontolog,0.0,6.0,6.0
onur,0.0,1.0,1.0
onw,0.0,1.0,1.0
onward,11.0,4.0,15.0
onway,0.0,1.0,1.0
onyx,0.0,1.0,1.0
oo,3.0,3.0,6.0
ood,0.0,1.0,1.0
oog,2.0,0.0,2.0
ooga,2.0,0.0,2.0
oogey,1.0,0.0,1.0
oogl,1.0,0.0,1.0
ooh,18.0,4.0,22.0
ooherh,1.0,0.0,1.0
ooki,0.0,1.0,1.0
oom,0.0,1.0,1.0
oompa,2.0,0.0,2.0
oomph,1.0,1.0,2.0
ooo,0.0,1.0,1.0
ooog,1.0,0.0,1.0
oooh,4.0,3.0,7.0
oooo,1.0,1.0,2.0
ooooh,2.0,1.0,3.0
oooohhh,2.0,0.0,2.0
oooooh,0.0,1.0,1.0
ooooooh,1.0,0.0,1.0
oooooozzzzzz,0.0,1.0,1.0
oooooz,0.0,1.0,1.0
ooop,1.0,0.0,1.0
ooow,1.0,0.0,1.0
oop,24.0,6.0,30.0
oopp,1.0,0.0,1.0
oosh,1.0,0.0,1.0
ooveral,0.0,1.0,1.0
ooz,36.0,49.0,85.0
oozi,1.0,0.0,1.0
op,10.0,2.0,12.0
opal,1.0,0.0,1.0
opaqu,5.0,7.0,12.0
opardi,0.0,1.0,1.0
opean,1.0,0.0,1.0
opel,1.0,0.0,1.0
open,1336.0,1471.0,2807.0
openmind,1.0,0.0,1.0
oper,108.0,101.0,209.0
opera,23.0,37.0,60.0
operaish,1.0,0.0,1.0
operat,21.0,43.0,64.0
operetta,2.0,1.0,3.0
opfergang,0.0,1.0,1.0
oph,0.0,1.0,1.0
ophelia,4.0,5.0,9.0
ophul,0.0,2.0,2.0
opi,1.0,0.0,1.0
opin,3.0,6.0,9.0
opinion,8.0,9.0,17.0
opium,1.0,1.0,2.0
oplev,0.0,1.0,1.0
oporto,1.0,0.0,1.0
opp,0.0,1.0,1.0
oppel,1.0,0.0,1.0
oppenheim,4.0,18.0,22.0
oppi,0.0,5.0,5.0
oppon,3.0,2.0,5.0
opportun,1.0,1.0,2.0
opportunist,8.0,10.0,18.0
oppos,156.0,181.0,337.0
opposit,155.0,231.0,386.0
oppress,45.0,67.0,112.0
opprobri,1.0,0.0,1.0
opprobrium,0.0,1.0,1.0
oprah,13.0,10.0,23.0
opt,53.0,47.0,100.0
optic,13.0,18.0,31.0
optim,1.0,7.0,8.0
optimist,37.0,62.0,99.0
optimum,0.0,7.0,7.0
optimus,3.0,0.0,3.0
option,5.0,10.0,15.0
opul,6.0,13.0,19.0
opus,3.0,3.0,6.0
or,0.0,1.0,1.0
ora,1.0,0.0,1.0
oracl,0.0,1.0,1.0
oracular,0.0,1.0,1.0
oradour,0.0,1.0,1.0
oral,31.0,15.0,46.0
orang,13.0,7.0,20.0
orangapoid,0.0,1.0,1.0
orangeish,0.0,1.0,1.0
orangutan,3.0,4.0,7.0
oratori,1.0,0.0,1.0
orazio,0.0,1.0,1.0
orb,1.0,3.0,4.0
orbach,0.0,6.0,6.0
orbit,16.0,10.0,26.0
orc,0.0,5.0,5.0
orca,10.0,0.0,10.0
orchard,0.0,1.0,1.0
orchastra,0.0,1.0,1.0
orchestr,38.0,77.0,115.0
orchestra,18.0,31.0,49.0
orchid,2.0,0.0,2.0
orcist,1.0,0.0,1.0
orco,0.0,1.0,1.0
orczi,1.0,0.0,1.0
ordain,0.0,3.0,3.0
ordeal,7.0,3.0,10.0
order,83.0,123.0,206.0
orderd,1.0,0.0,1.0
ordet,1.0,0.0,1.0
ordin,1.0,1.0,2.0
ordinari,222.0,334.0,556.0
ordinarili,11.0,15.0,26.0
ordwel,1.0,0.0,1.0
ore,0.0,4.0,4.0
oreegon,2.0,0.0,2.0
oregon,2.0,5.0,7.0
oregonian,0.0,1.0,1.0
oreill,0.0,1.0,1.0
oren,1.0,0.0,1.0
orenji,0.0,1.0,1.0
orenth,1.0,0.0,1.0
oreo,0.0,2.0,2.0
orest,0.0,1.0,1.0
orf,0.0,3.0,3.0
orfeu,0.0,1.0,1.0
orfevr,0.0,4.0,4.0
org,1.0,0.0,1.0
organ,114.0,130.0,244.0
organis,12.0,16.0,28.0
organiz,0.0,1.0,1.0
orgasm,6.0,7.0,13.0
orgi,9.0,5.0,14.0
orgiast,0.0,1.0,1.0
orgin,4.0,4.0,8.0
orgu,1.0,0.0,1.0
orhal,0.0,1.0,1.0
orhan,0.0,8.0,8.0
ori,0.0,4.0,4.0
oriana,1.0,0.0,1.0
orient,91.0,116.0,207.0
orientalist,2.0,1.0,3.0
orific,1.0,0.0,1.0
orig,1.0,0.0,1.0
origin,3825.0,2948.0,6773.0
origion,1.0,4.0,5.0
orign,0.0,2.0,2.0
origon,1.0,0.0,1.0
orin,0.0,2.0,2.0
oringin,0.0,1.0,1.0
ork,0.0,20.0,20.0
orkan,0.0,1.0,1.0
orkin,1.0,0.0,1.0
orko,1.0,0.0,1.0
orkut,0.0,1.0,1.0
orla,0.0,4.0,4.0
orlando,10.0,14.0,24.0
orlanski,0.0,3.0,3.0
orlaski,0.0,1.0,1.0
orlean,2.0,3.0,5.0
orlock,2.0,1.0,3.0
ormond,0.0,1.0,1.0
ormondroyd,0.0,1.0,1.0
ormsbi,2.0,0.0,2.0
orna,0.0,1.0,1.0
ornament,0.0,1.0,1.0
ornat,3.0,1.0,4.0
ornella,0.0,3.0,3.0
orneri,0.0,3.0,3.0
oro,0.0,1.0,1.0
orphan,27.0,44.0,71.0
orpheus,1.0,0.0,1.0
orpington,0.0,1.0,1.0
orr,4.0,0.0,4.0
orri,0.0,7.0,7.0
orsen,0.0,1.0,1.0
orso,0.0,2.0,2.0
orson,21.0,33.0,54.0
ortega,1.0,0.0,1.0
orth,0.0,1.0,1.0
orthodox,34.0,15.0,49.0
orthodoxi,1.0,0.0,1.0
orthograph,2.0,0.0,2.0
orthoped,2.0,0.0,2.0
ortiz,1.0,1.0,2.0
ortolani,0.0,2.0,2.0
orton,0.0,4.0,4.0
orvill,1.0,0.0,1.0
orwel,10.0,6.0,16.0
orwellian,9.0,4.0,13.0
os,2.0,2.0,4.0
osa,3.0,0.0,3.0
osama,11.0,7.0,18.0
osborn,6.0,17.0,23.0
osbourn,3.0,5.0,8.0
oscar,55.0,110.0,165.0
oscil,3.0,4.0,7.0
osco,0.0,1.0,1.0
osd,0.0,1.0,1.0
osenniy,0.0,1.0,1.0
oshii,1.0,4.0,5.0
oshima,0.0,3.0,3.0
oshin,0.0,2.0,2.0
oshri,0.0,1.0,1.0
osir,0.0,1.0,1.0
oskar,3.0,1.0,4.0
oslo,0.0,2.0,2.0
osment,0.0,1.0,1.0
osoph,1.0,0.0,1.0
osorio,0.0,1.0,1.0
ospenskya,0.0,1.0,1.0
osric,0.0,3.0,3.0
oss,1.0,3.0,4.0
ossession,0.0,5.0,5.0
ossi,1.0,1.0,2.0
ossuari,3.0,0.0,3.0
ost,1.0,3.0,4.0
ostaszewska,1.0,0.0,1.0
ostens,47.0,50.0,97.0
ostentati,2.0,2.0,4.0
osterlich,1.0,2.0,3.0
ostrac,4.0,7.0,11.0
ostrich,5.0,2.0,7.0
oswald,3.0,15.0,18.0
oswalt,0.0,1.0,1.0
oswiecim,0.0,1.0,1.0
ot,5.0,1.0,6.0
otac,0.0,1.0,1.0
otaku,2.0,4.0,6.0
otami,1.0,0.0,1.0
otello,0.0,1.0,1.0
oth,0.0,1.0,1.0
othello,9.0,26.0,35.0
othenin,2.0,0.0,2.0
other,8560.0,9473.0,18033.0
otherwi,1.0,1.0,2.0
otherwis,681.0,423.0,1104.0
otherworld,13.0,16.0,29.0
othewis,0.0,1.0,1.0
oti,3.0,4.0,7.0
otoh,1.0,0.0,1.0
otom,0.0,2.0,2.0
otomi,0.0,2.0,2.0
ott,13.0,11.0,24.0
ottaviano,1.0,0.0,1.0
ottavio,1.0,0.0,1.0
ottawa,1.0,1.0,2.0
ottenbreit,0.0,1.0,1.0
otter,1.0,0.0,1.0
ottiano,0.0,2.0,2.0
otto,11.0,43.0,54.0
ottoman,0.0,1.0,1.0
ou,6.0,3.0,9.0
ouatitw,0.0,1.0,1.0
oubliett,1.0,0.0,1.0
ouch,29.0,11.0,40.0
oud,1.0,0.0,1.0
ouedraogo,0.0,1.0,1.0
ouest,0.0,1.0,1.0
oughta,2.0,3.0,5.0
oui,1.0,0.0,1.0
ouija,1.0,1.0,2.0
ouimet,0.0,12.0,12.0
oujia,1.0,0.0,1.0
oukach,0.0,1.0,1.0
ould,0.0,2.0,2.0
our,6.0,9.0,15.0
ouroboro,1.0,0.0,1.0
ourselv,5.0,8.0,13.0
ourt,0.0,1.0,1.0
ous,0.0,3.0,3.0
ousman,1.0,0.0,1.0
oust,3.0,7.0,10.0
out,304.0,314.0,618.0
outa,1.0,1.0,2.0
outasight,1.0,0.0,1.0
outback,1.0,0.0,1.0
outbid,0.0,1.0,1.0
outbreak,6.0,3.0,9.0
outbreed,0.0,1.0,1.0
outburst,5.0,3.0,8.0
outcamp,1.0,0.0,1.0
outcast,3.0,15.0,18.0
outclass,4.0,7.0,11.0
outcom,2.0,2.0,4.0
outdat,63.0,45.0,108.0
outdid,7.0,12.0,19.0
outdo,13.0,28.0,41.0
outdon,4.0,17.0,21.0
outdoor,27.0,26.0,53.0
outdoorsman,1.0,0.0,1.0
outdraw,0.0,1.0,1.0
outer,155.0,50.0,205.0
outerbridg,0.0,1.0,1.0
outerspac,4.0,0.0,4.0
outfest,0.0,1.0,1.0
outfit,31.0,15.0,46.0
outflank,0.0,1.0,1.0
outfox,1.0,4.0,5.0
outgo,6.0,13.0,19.0
outgrew,0.0,1.0,1.0
outgross,2.0,0.0,2.0
outgrow,1.0,3.0,4.0
outgrown,3.0,2.0,5.0
outing,39.0,52.0,91.0
outkast,0.0,1.0,1.0
outland,1.0,0.0,1.0
outlandish,39.0,38.0,77.0
outlast,4.0,1.0,5.0
outlaw,15.0,17.0,32.0
outlay,1.0,0.0,1.0
outlet,1.0,1.0,2.0
outlin,23.0,28.0,51.0
outliv,2.0,7.0,9.0
outlook,0.0,2.0,2.0
outloud,1.0,0.0,1.0
outmatch,2.0,1.0,3.0
outmod,2.0,1.0,3.0
outnumb,9.0,13.0,22.0
outpac,2.0,0.0,2.0
outpati,1.0,0.0,1.0
outperform,4.0,1.0,5.0
outplay,0.0,1.0,1.0
outpopul,0.0,1.0,1.0
outpost,0.0,1.0,1.0
outpour,0.0,1.0,1.0
outpow,0.0,1.0,1.0
outproduc,0.0,1.0,1.0
outr,2.0,3.0,5.0
outrac,0.0,1.0,1.0
outrag,186.0,205.0,391.0
outrank,0.0,1.0,1.0
outright,47.0,40.0,87.0
outro,0.0,1.0,1.0
outrun,12.0,9.0,21.0
outs,1.0,0.0,1.0
outsel,0.0,2.0,2.0
outset,4.0,2.0,6.0
outshadow,0.0,1.0,1.0
outshin,13.0,15.0,28.0
outshon,2.0,2.0,4.0
outshoot,1.0,1.0,2.0
outsid,155.0,172.0,327.0
outsiz,0.0,1.0,1.0
outskirt,1.0,0.0,1.0
outsleep,1.0,0.0,1.0
outsmart,19.0,10.0,29.0
outsourc,3.0,8.0,11.0
outspoken,3.0,7.0,10.0
outspook,0.0,1.0,1.0
outstad,0.0,1.0,1.0
outstand,128.0,671.0,799.0
outstay,2.0,7.0,9.0
outstretch,2.0,2.0,4.0
outstrip,2.0,0.0,2.0
outta,16.0,2.0,18.0
outtak,4.0,0.0,4.0
outther,1.0,0.0,1.0
outvot,0.0,1.0,1.0
outward,9.0,34.0,43.0
outwear,0.0,1.0,1.0
outweigh,23.0,24.0,47.0
outweight,0.0,1.0,1.0
outwit,17.0,15.0,32.0
ouvr,1.0,0.0,1.0
ov,3.0,2.0,5.0
ova,2.0,9.0,11.0
oval,1.0,3.0,4.0
ovaltin,0.0,1.0,1.0
ovarian,0.0,5.0,5.0
ovat,0.0,1.0,1.0
ovbvious,0.0,1.0,1.0
ove,4.0,3.0,7.0
oven,10.0,4.0,14.0
over,644.0,555.0,1199.0
overa,1.0,0.0,1.0
overabund,1.0,0.0,1.0
overachiev,0.0,1.0,1.0
overact,202.0,79.0,281.0
